,user,tweet
200,3,['It’s official – Jennifer Garner is gorgeous from every possible angle. https://t.co/oFHCBLciBt']
201,3,['It’s @TheKalenAllen’s gay #pride episode! #OMKalen #PRIDEMonth https://t.co/hJTqJDycE9']
202,3,['One of my favorite things about my show is surprising people. That and the free coffee. https://t.co/jHFC96Uuo0']
203,3,['Happy #WorldGiraffeDay! I love giraffes. I don’t care how long it takes them to swallow. @HSIGlobal  https://t.co/6MARFOkq0R https://t.co/C9tEgLjsFi']
204,3,"['Happy birthday, Meryl Streep! I’m so glad you’re my friend and extra glad you’re not my mother-in-law. #BigLittleLies']"
205,3,"['I asked @TomHanks some #BurningQuestions, and while I was at it, I answered a few of my own. https://t.co/UeYUA1uWYq']"
206,3,"['@AlexDiLalla @andylassner Thanks for the great photo, @AlexDiLalla.']"
207,3,['Jerry Morrison III might be from some other adorable planet. https://t.co/10CUhcRliw']
208,3,['My kinda dog. #Pride #FirstDayofSummer https://t.co/N2cVYj7hOk']
209,3,"['They say imitation is the highest form of flattery. In which case, I’m very flattered. Keep ‘em coming! Send your scares to @ellentube. https://t.co/mlIUVBIwvR']"
210,3,['I hid tiny microphones in my audience... and heard some very interesting things. https://t.co/X75MvbWvGA']
211,3,['Send me your favorite summer photos! Use #EllenSummerPhotos and tag @ellentube. Just don’t drop your phone in the pool while you do it. https://t.co/WoeELe8hKo']
212,3,"['I love my viewers. That’s why one of them is gonna win $20,000 just for watching my show this week. That’s a lotta love. #ThanksSponsor https://t.co/qSotAeqqeP']"
213,3,['Refugees are people hoping for a better life. That’s the promise of America. I support #WorldRefugeeDay @NewAmericanEcon https://t.co/pldv3IztmR']
214,3,"[""I just watched “Life in the Doghouse” on @Netflix. What this couple has done for rescue dogs is incredible. Go watch it, and then if you’re like me, you're gonna wanna support them. #HappyPride @DannyRonsRescue https://t.co/0FqjAKjiM9""]"
215,3,['#USA is about to play Sweden in the Women’s #WorldCup! I’m rooting for the US team. Most of my furniture is rooting for Sweden. #FIFAWWC #SWEUSA @USWNT']
216,3,"['Bradley Cooper answers all of my #BurningQuestions. Tell me something, boy. https://t.co/T9GlA8ieMo']"
217,3,"['Happy birthday, Nicole Kidman! As a present, I’m agreeing to be in #BigLittleLies Season 3. Have your people call my people.']"
218,3,['I’m nominated for #ChoiceComedian in the #TeenChoice Awards! You can vote for me here. Shout out to my stans! 💯 https://t.co/QwIkhvUSrG']
219,3,['.@KimKardashian has posted some revealing photos. On this show she revealed how @KanyeWest feels about them. https://t.co/CM07R5F43d']
220,3,"['My audience comes to have a good time, but some of them also come here to crush it on the dance floor. https://t.co/YylhhAtvcx']"
221,3,"['You guys, something really weird is happening on my YouTube page today. I don’t know what’s going on with my videos. Be careful. https://t.co/heusAh97fP']"
222,3,"['Happy birthday, @macklemore. You’re a hero for social change, for the LGBTQ community, and for petty Thrift Shop shoplifters.']"
223,3,['I finally answered the most important question on the internet... Does @TaylorSwift13 wash her legs? https://t.co/5c1bwozQko']
224,4,['Wow thank you @cnn for this and Chloe for writing this. https://t.co/PmzlsOy8J7']
225,4,['Our Solutionwear Sculpting Body Suit Coming Soon https://t.co/YfH0yKp9AM']
226,4,['Ferrell Scott is serving LIFE w/o parole for marijuana. This is so not right! I just listened to Ferrell tell his story https://t.co/9vxVgLoitR. Everyone should listen to the stories that are part of #ThirdStrikeCampaign. This should empower us all to do our part to drive change.']
227,4,['Wow this makes me so happy. 🙏🏼 God Bless your mom. https://t.co/b8oIBHiX8X']
228,4,['HBD @khloekardashian Ive never met anyone like u. Inside &amp;out your one of a kind &amp;flawless in my eyes. I’m so grateful to have a sister like u. I’m so happy we are so close &amp; that our souls decided to take this trip down to earth around the same time! So lucky 2 have u in my life https://t.co/UpOa9AUqZs']
229,4,['New @carolinalemkeberlin Drop 2 Sunglasses Coming Soon #LemkePartner https://t.co/zh4VgEMC8p']
230,4,['The @kkwbeauty Liquid Concealers and Concealer Kits are back in stock!!! Shop them now at https://t.co/aIjp1MBlpZ #kkwbeauty https://t.co/kfP7pjvbwj']
231,4,['The Sculpting Short and Sculpting Bra in Umber. Coming Soon. #KimonoBody https://t.co/fLhxs99QOX']
232,4,['The Sculpting Mid Waist Brief and Sculpting Bra in Mica. Coming Soon. #KimonoBody https://t.co/yRm3ntkaX4']
233,4,"['This is a new approach to shapewear: Offering real solutions in 9 shades and sizes XXS-4XL, @kimonobody celebrates and enhances the shape and curves of women. Each piece is designed with soft yet supportive fabrics for everyone to feel their most confident. #KimonoBody https://t.co/Cr81BqiLT4']"
234,4,['I’m sending you the biggest package ever!!! Your gonna love!!! https://t.co/gaDXmnhw22']
235,4,['Fun Kimono Fact- Kanye drew the Kimono logo']
236,4,['Introducing Kimono Solutionwear™ for every body. Coming Soon in sizes XXS - 4XL in 9 shades.  @kimonobody #KimonoBody']
237,4,['This is the solution short. \nI developed this style for all of those times I wanted to wear a dress or skirt with a slit and still needed the support.  @kimonobody https://t.co/0GO7ZP1A9Y']
238,4,"['I would always cut up my shapewear to make my own styles, and there have also been so many times I couldn’t find a shapeware color that blended with my skin tone so we needed a solution for all of this.  #KimonoBody']"
239,4,['Finally I can share with you guys this project that I have been developing for the last year.\nI’ve been passionate about this for 15 years. \n       \nKimono is my take on shapewear and solutions for women that actually work.\n\nPhotos by Vanessa Beecroft https://t.co/YAACrRltX3']
240,4,['RT @TEAMKKWDAILY: Happy Kimiversary!\nI am so happy and proud that this project has given so right and continues giving for those 5 years!…']
241,4,['❤️ https://t.co/ZEAHE0Wdz9']
242,4,['RT @CaseyTheIcon: Ye &amp; Saint \n\nBy Me \n@TeamKanyeDaily @kanyewest @KimKardashian https://t.co/seAzoqdD9b']
243,4,"[""It's been 5 years since we launched Kim Kardashian: Hollywood and I'm so proud of everything we've done in the game. Thanks for playing and creating such fun memories with me! https://t.co/pqMpS9kMXU""]"
244,4,['THIS CAKE!!!!!! https://t.co/Mp4hkzaTVw']
245,4,['Happy Birthday @narcicismo !!!! I hope your loving your best life and having the best birthday! You share the same birth with my fave project KK HOLLYWOOD 📸😉✨']
246,4,['🗞 EXTRA EXTRA 🗞 https://t.co/YV72nPq3Rq']
247,4,['Tonight on #KeepingUp #KUWTK https://t.co/CVzQ0GjvKh']
248,4,['Now watching Relatively Nat &amp; Liv! I love seeing their fam!']
249,4,"['RT @willian_nash: @KimKardashian Really this is me waiting for more tweets about #KUWTK, because I had to leave the house! shit @kourtneyka…']"
250,4,['RT @planetkyliekj: family is all that matters in the end ❤ @kourtneykardash @KimKardashian @khloekardashian  https://t.co/CprDX74AY3']
251,4,['Haha! Truuuuuuuue https://t.co/bJdFoewQUT']
252,4,['OMG @khloekardashian ‘s pop up birthday on E! How cute!!!!  I can’t wait to see this!']
253,4,['She was banging on the door forever and we had to focus https://t.co/YQLtqTWCy3']
254,4,"['As uncomfortable as reliving this all over again is, we have been so open with everything in our lives from giving birth, marriages, divorces, the good times and the bad and unfortunately this is the truth of what we went through and I wish it could have aired sooner.']"
255,4,['I am always in interviews when drama breaks out.']
256,4,['My moms sweatsuit lol! She’s a G! Literally 😜']
257,4,['Hi https://t.co/aJOw0EqpKI']
258,4,['Ugh I couldn’t imagine all of these migraines Khloe’s gets. 😰']
259,4,['Who noticed Kylie always sings?! She has the cutest voice']
260,4,['New KUWTK episode starts in 10 mins!!! Tune in! I’m gonna be live tweeting']
261,4,['I LOVE this!!! https://t.co/0qet3jacCa']
262,4,['The @kkwbeauty Loose Shimmer Powder for Face &amp; Body in Gold is so gorgeous ✨ I love layering the powders over the Body Makeup and alone for a natural everyday glow. Available at https://t.co/aIjp1MBlpZ #kkwbeauty https://t.co/daAzj4Y83W']
263,4,['Happy Sunday ✨ 📸 @BackgridUS https://t.co/QK4USjuM9c']
264,4,"['RT @common: #CloseTheCamps: Children have died. Children have been put in cages. Children have been denied basic hygiene supplies, food and…']"
265,4,['What?!?!?! Wow!!! 🔥🔥🔥📸💸👑💎 https://t.co/I1AdNUJBdG']
266,4,['Toy Story 4 time']
267,4,['My new @kkwbeauty Loose Shimmer Powders for Face &amp; Body are so silky and blingy!! ✨ I love using them on top of the Body Shimmer when I want a more intense glow. I’m using the shade Pearl in this video. Available now at https://t.co/aIjp1MBlpZ #kkwbeauty https://t.co/K3PSZuS5fy']
268,4,['💋🙏🏼💎 https://t.co/hwJUT074se']
269,4,['So for the past month every time I eat sugar I sneeze. Is that weird?! It happens every time I even take one bite. Does this mean anything? I have been eating super clean vegan lately with only natural sugars but when I try regular sugar I sneeze.']
270,4,['RT @KKWMAFIA: Celebrate @kkwbeauty’s 2-Year Anniversary with Free Shipping! Ends on 06.28 at 11:59PM PST at https://t.co/q4eJ7J63QC ✨ #KKWB…']
271,4,['I still can’t believe my first born baby is 6. https://t.co/cCCRtQOzRT']
272,4,['RT @shiningshanel: Happy 5th Kimiversary! Love you Kim and Glu! ❤🎈@KKHOfficial #CelebrateKKH https://t.co/iOBgHuJRzI']
273,4,['RT @Trendmood: Available Now! 🚨 LINK ➡️ https://t.co/csrtWp58ai 🔥✨ online  @kkwbeauty\n1. Skin Perfecting Body Foundation\n$45\n2. Skin Perfec…']
274,4,['RT @KKWMAFIA: The Body Foundation Makeup in Dark &amp; Deep Dark are also still available to shop at https://t.co/q4eJ7J63QC #KKWBEAUTY ✨ https…']
275,4,['My bad 4 VOGUE JAPAN covers!!! https://t.co/1IomUKCV5x']
276,4,['My boy is so fly in his Prada shirt and Gucci flip flops. He picked out his own outfit https://t.co/v1irJXvIoj']
277,4,['RT @kkwbeauty: The new Body Shimmer in Gold is SOLD OUT!! The Body Shimmer in Bronze is still available to shop at https://t.co/32qaKbs5YG…']
278,4,['RT @kkwbeauty: Celebrate our 2 Year Anniversary with FREE SHIPPING!! Ends on 06.28 at 11:59PM PST at https://t.co/32qaKbs5YG #KKWBEAUTY htt…']
279,4,['RT @kkwbeauty: The Complete Body Shimmer &amp; Brush Collection is SOLD OUT! Shop these products individually at https://t.co/32qaKbs5YG #KKWBE…']
280,5,"['RT @uninterrupted: Dear Memphis, \nAll good things must come to an end. \n#SincerelyYours, @mconley11 https://t.co/il9Hc111LY']"
281,5,['Welcome lil bro!! @JordanClarksons 🙏🏾 https://t.co/4EqD3HJv7m']
282,5,['⁶🙏🏾']
283,5,['RT @LJFamFoundation: @IPROMISESchool @2K @Xbox @KingJames Campus has some surprises coming for year 2 💪 https://t.co/pfl5All49q']
284,5,['RT @IPROMISESchool: 👀 @2K @Xbox @KingJames https://t.co/ja98iiVKej']
285,5,['@timelesssports_ Could be making a return this coming year until forever! Stay tuned. 🙌🏾🌪👑']
286,5,['Gotta hold it down for my Class!! 03 Forever and Beyond. 🙏🏾💯 #KingMe👑 #StriveForGreatness🚀 https://t.co/i7eJfQgrKG']
287,5,['Can’t let the day go by without saying Happy Gday to the homie @ShannonSharpe!! Heading to Club Shay Shay right now for a glass of the yak! \U0001f923\U0001f923\U0001f923\U0001f923 \U0001f943. Enjoy your day 🙏🏾']
288,5,['@WBLooneyTunes 😱\U0001f92a😆😁👑']
289,5,['😉👑 https://t.co/oqcE1Lp3To']
290,5,['Man this really just hit me! I’m really shooting Space Jam 2!! This is so surreal and doesn’t even make sense to me! Where I come from man and what I saw growing up this doesn’t add up to me! \U0001f926🏾\u200d♂️! I’m truly grateful and beyond blessed. This is CRAZINESS. 🏀 🐰 🎥 👑🙏🏾']
291,5,['@CuffsTheLegend \U0001f923\U0001f923\U0001f923\U0001f923\U0001f923 Facts bro']
292,5,['Dude you’re insane!! \U0001f923\U0001f923\U0001f923\U0001f923\U0001f923\U0001f923. Happy Birthday crazy a** https://t.co/W7XmILPoG9']
293,5,"['RT @IPROMISESchool: It’s safe to say we’re enjoying summer to its fullest… because when you work hard, you play hard! 💪 #WeAreFamily https:…']"
294,5,['RT @marsreel: The Miami Beach Takeover 🏝\nfeat. Bronny #TheFutureIsOnMars 🚀 @KingJames \n\n🎵 @GGYOUNGBOY - untouchable https://t.co/44jPiV6d71']
295,5,['RT @SpringHillEnt: Guess what?!? @NBCTheWall is on TONIGHT at 8PM 🤑 #NBCTheWall https://t.co/4goSxjEAPY']
296,5,['It’s been a long road… @rimowa 👑 https://t.co/8qqFLBN2C8']
297,5,"['Wanna say thank you to the @LVAces for the warm welcome and hospitality at last night game!! Best of luck to you guys for the rest of the season. Hope to catch another game(playoffs) down the road. Aja, Kels, Liz, Ty, Kayla and the whole squad #GangGang \U0001f919🏾👑']"
298,5,['🙏🏾💪🏾👑‼️‼️ https://t.co/rln7mff72V']
299,5,['RT @SInow: “I come from a place where there was no way out. How do you get out of there? How do you go from the hood to Hollywood? You don’…']
300,5,['RT @djmeel: 🔥🔥🔥🔥🔥 https://t.co/gn4djOUuxO']
301,5,"[""RT @djstephfloss: The summer's mine! Another W for the home team! https://t.co/qClGX9cbnu""]"
302,5,['RT @SInow: A wake-up call from a disappointed father. A brotherhood with LeBron forged from a Warren Moon jersey. A growing roster of stars…']
303,5,['RT @81smallz: St.Clair to anywhere.... @RichPaul4 making us all proud once again! \n\n#klutchsports https://t.co/kDKTId3Fdg']
304,5,['RT @pr_RWTW: #RWTW https://t.co/LDvIpQ2xGO']
305,5,"['Hate it or love it the underdog on top and I’m gone shine homie until my heart stops. Go ahead envy me, I’m raps MVP and i ain’t goin nowhere so you can get to know me! Salute brother! Keep rising above and against it all. I and we all know how truly SPECIAL AND RARE you are!! ❤️ https://t.co/3r359fD26i']"
306,5,['Akron boys are just build a certain way!! Congrats lil bro‼️‼️ 🙏🏾👑 #330 https://t.co/woa3YxUJ7k']
307,5,['RT @IPROMISESchool: And it couldn’t have gone more swimmingly 🏊\u200d♂️🏊\u200d♀️ thanks to @AkronYMCA @ljfamfoundation @SwimFoundation &amp; @swimone! 💙🙌…']
308,5,['RT @IPROMISESchool: This week has been a splash! 💦 https://t.co/MZaaPmXfnx']
309,5,['FACTS!!! 💯 https://t.co/VumtVkVXMX']
310,5,['@Rachel__Nichols Ok cool but still ain’t enough! They did exactly what they had to do. Get in front of it before anyone else and plus there’s only 4 games left(2 max in GS).']
311,5,['RT @Nike: Don’t change your dream. Change the world. #justdoit https://t.co/0cJ1ZTPyVn']
312,5,['Gotta be A for me 👉🏾🍕 a little turkey bacon and a mix of cheeses @blazepizza 🔥 https://t.co/OzaqAqUmh1']
313,5,['RT @IPROMISESchool: Reunited and it feels so good! 😁☀️ #WeAreFamily #IPROMISE https://t.co/8UlpDRinEd']
314,5,"['RT @LJFamFoundation: For the 2nd year in a row, 23 of @kingjames’ 10th &amp; 11th grade #IPROMISE students are off to @KentState for Flash P’AC…']"
315,5,['My guy!! 🙏🏾💯 https://t.co/wvAfHakzv1']
316,5,['RT @LFC: B O S S 🏆\n\n#SixTimes https://t.co/TjESYYwrTu']
317,5,['RT @LFC: CHAMPIONS OF EUROPE. 🏆\n\n#SixTimes https://t.co/Vu4pJ6YdaC']
318,5,"[""RT @LFC: A moment we'll never forget.\n\n#SixTimes\n\nhttps://t.co/7L5Xv1qstW""]"
319,5,['YESSIR‼️‼️‼️‼️ https://t.co/HqSMPXMldu']
320,5,['RT @LFC: ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ ⭐️\n \n#SixTimes https://t.co/jVvGdhvZXZ']
321,5,['RT @LFC: WE’VE DONE IT!!! 🏆 \n\n#SixTimes']
322,5,['YOU’LL NEVER WALK ALONE‼️‼️‼️‼️ #WEARELIVERPOOL❤️ CONGRATULATIONS MEN AND ANYONE THAT HAS ANY AFFILIATION WITH THE CLUB!!  @LFC 🏆']
323,5,['GOOOOOOOOOAAAAAAAAAAAALLLLLLLLLLLLLL‼️‼️‼️‼️‼️‼️‼️‼️@LFC']
324,5,['Allison is holding it down!!! 🖐🏾 \U0001f945']
325,5,['I need one more \U0001f945 to feel comfortable. TOT keeps getting closer and closer. Hold 💪🏾 Reds @LFC']
326,5,['RT @LFC: Atmosphere is building inside Estadio Metropolitano. 🔴🔴\n\n#UCLfinal https://t.co/h0sFbzypFo']
327,5,['Good luck today @LFC‼️‼️ #YNWA #WEARELIVERPOOL 💪🏾👏🏾👑']
328,5,['🙏🏾👑 https://t.co/pR1Za9FEvh']
329,5,['He working! To be continued 👑 https://t.co/lPXHMI38Qt']
330,5,['🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥‼️‼️‼️ https://t.co/sik1gciZEN']
331,5,['RT @IPROMISESchool: We were in our feelings on the last day of school😭👋\n\n#IPROMISE #WeAreFamily https://t.co/8CL9Zp7K1d']
332,5,['@RomeTrav Every pass Bryce threw was bad! \U0001f923\U0001f923\U0001f923\U0001f926🏾\u200d♂️']
333,5,['@CuffsTheLegend @djstephfloss You better not put that! \U0001f923\U0001f923\U0001f923']
334,5,['\U0001f923\U0001f923\U0001f923\U0001f923\U0001f923\U0001f923‼️‼️‼️‼️ https://t.co/zSkrb6fEoi']
335,5,['FACTS!! I just said that bro \U0001f926🏾\u200d♂️ https://t.co/jjKTlpKqjy']
336,6,['LADY GAGA ENIGMA / JAZZ &amp; PIANO\nTHE LAS VEGAS RESIDENCY AT @PARKTHEATERLV\nDECEMBER 2019 + SPRING 2020 TICKETS\nON SALE NOW \nhttps://t.co/PTTQYFy7pS #GAGAVEGAS https://t.co/XSwcL0KEnB']
337,6,['The whole gang is coming back to Vegas \U0001f929 And if you’re a Little Monster you have a special pre-sale code for Brian’s show in your inbox ♥️ https://t.co/vrGSqtdA4i']
338,6,"['Celebrate #Pride &amp; donate to #BTWFxStarbucks 🌈 Ur donation means helping young people feel supported for WHO THEY ARE and the world they wish to create. The Starbucks Foundation will double your impact and match donations through June 30 up to $250,000 ☺️ https://t.co/pX18wh46fh https://t.co/7UZPIExKr7']"
339,6,"['RT @starisbornmovie: Thank you to all the fans for making the #AStarIsBorn soundtrack Double Platinum, and the #1 selling album in the US!…']"
340,6,['LADY GAGA ENIGMA / JAZZ &amp; PIANO\nTHE LAS VEGAS RESIDENCY AT @PARKTHEATERLV\nLITTLE MONSTERS PRE-SALE NOW\nhttps://t.co/PTTQYFy7pS\xa0#GAGAVEGAS https://t.co/YG0gmufeq4']
341,6,['LADY GAGA ENIGMA / JAZZ &amp; PIANO\nTHE LAS VEGAS RESIDENCY AT @PARKTHEATERLV\nDECEMBER 2019 + SPRING 2020 TICKETS\nLITTLE MONSTERS PRE-SALE TOMORROW\nSIGN UP FOR YOUR UNIQUE CODE\nON SALE 6/28\nhttps://t.co/PTTQYFy7pS #GAGAVEGAS https://t.co/srQzeXj2Wm']
342,6,"['RT @BTWFoundation: For #Pride, The @Starbucks Foundation will match all your donations to Born This Way Foundation - up to $250,000! - made…']"
343,6,['RT @youtubemusic: Thousands of iconic music videos are coming YouTube Music in HD for the first time. Watch @ladygaga’s Bad Romance now and…']
344,6,"[""RT @BTWFoundation: We're proud to announce we're partnering  with @NationalCouncil to expand #teenMHFA to 20 more schools this fall!  Learn…""]"
345,6,"['Happy Valentine’s Day. A tattoo toast to “la vie en rose” by the beautiful Winterstone my spinal cord is now a rose...plus I got my name, written in music \U0001f5a4matching my bestie and manager @bobby_campbell https://t.co/KMNkxuqlkO']"
346,6,['“Don’t Let Me Be Misunderstood” \U0001f5a4 @briannewmanny https://t.co/AtTs0gJ5vj']
347,6,['I’ll Never Love Again \U0001f5a4 https://t.co/XgRbbfWp1a https://t.co/Awt9gOJeW8']
348,7,['👆👆 https://t.co/68Pa1u7rah']
349,7,['Enjoying the vacation ☀️⛴\U0001f919🏻 https://t.co/VwJ1cyTo5h']
350,7,['Holidays with my family in France Riviera\nEnjoy the views 😀❤️👌🏻☀️⛴ https://t.co/FyAuxWAe1y']
351,7,"[""let's go 🚁 👪❤️ https://t.co/Zfe9WM9jHl""]"
352,7,"['Muitos parabéns, filho! 🎂🎉🎊\nQue continues a ser o lindo menino que tens sido até hoje, o papá tem muito orgulho em ti! 🙏\nQue tenhas um dia muito feliz \U0001f973\nO papá ama-te muito ❤️😘 https://t.co/lB6d6zoE0I']"
353,7,['Em breve estará no meu Museu.  And still🇵🇹🇵🇹🇵🇹🇵🇹 https://t.co/aw0RR6EW9u']
354,7,['Champ Champ 🏆🏆😀💪🏻❤️ https://t.co/BuhTEa1s8V']
355,7,"['Bom dia 🌍, depois de conquistar a super copa de Itália, campeonato italiano, não poderia haver melhor maneira de terminar a época, com a conquista da #UefaNationsLeague 🏆🇵🇹 2+1= triplete \U0001f937🏻\u200d♂😀 https://t.co/7Km1L80CnO']"
356,7,['3 times in a row🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹🇵🇹 https://t.co/y5AcGHNkGu']
357,7,"['After 90 minutes of intense exercise, there’s allways a chance for a final punchline! Ending big is allways the best way to close the show! ⚽️⚽️⚽️😀👌🏻💪🏻 https://t.co/ZIP8H131Qg']"
358,7,['Muito feliz por ajudar Portugal a chegar à final da Liga das Nações! Parabéns malta! Obrigado ao público português pelo apoio fantástico. Força @portugal 🇵🇹💪🏽 https://t.co/xz5g6Ymudn']
359,7,['Parabéns amores do papa! Pena não poder estar aí com vocês neste dia tão especial. Mas a mamã está convosco. Sejam sempre muito felizes. Amo-vos muito!!❤️💞💕 https://t.co/LVHJBG2rXH']
360,7,['Espírito de equipa!💪🏽🇵🇹 #tudoporportugal https://t.co/aiXKazbjHj']
361,7,['Aiming for success. #traditionalaccessories #belt #cr7footwear https://t.co/lCIwd7kRUu']
362,7,"['A great adventure with a lot of friends \n👉 @neymarjr you dance, amigo! \n👉 @SebastienLoeb the rally maestro!\n👉 And...a panda! 😂\nEnjoy @SFR fiber! https://t.co/sOxC6t4cdn']"
363,7,['I made a new friend while shooting the new @SFR TV commercial 😉 https://t.co/ULsrOom4gH']
364,7,['Cantores 🎼🎤😜😜\U0001f923 https://t.co/MuQHO71Rvz']
365,7,['Winning team\U0001f947simmmmmmm⚽🏆 https://t.co/h7S4no6IxT']
366,7,['Ballin!\U0001f923 https://t.co/0NTUFzYzMb']
367,8,['#ForYourConsideration @JackeeHarry &amp; Stephen @Tobolowsky #TheJeffersons #LiveInFrontOfAStudioAudience #Emmys #FYC @TelevisionAcad https://t.co/3VqNqzE9Ck']
368,8,"['Just posted a photo @ San Francisco, California https://t.co/RmdtOfzYkH']"
369,8,['Henry &amp; Lionel Jefferson @AnthonyAnderson @JovanAdepo #ForYourConsideration @TelevisionAcad #SupportingActor #LimitedSeries #TheJeffersons #AllInTheFamily #LiveInFrontOfAStudioAudience #Emmys #FYC https://t.co/1XEFFK553X']
370,8,['Gloria &amp; Meathead #ForYourConsideration #EllieKemper  @IkeBarinholtz #LimitedSeries #AlllnTheFamily #LiveInFrontOfAStudioAudience #Emmys #FYC @TelevisionAcad https://t.co/LB0jER3MUf']
371,8,['.@KumailN says @DaveBautista is much nicer than he is and has proof... #Stuber https://t.co/aCLga8ubnz']
372,8,"[""When #PlanB isn't an option, try Plan C, D, E &amp; even F... @RachelDoesStuff https://t.co/KuFrERFhPU""]"
373,8,['.@RealDonaldTrump found a way to monetize stupid... https://t.co/qfdbYcXAjT']
374,8,"['With time running down during game 6 of the #NBAFinals @OracleArena, we found out how long we could distract @Warriors fans from the biggest game of the year... #ClockBlock https://t.co/LC0yYERpEB']"
375,8,['Your friendly neighbors Tom &amp; Helen Willis #ForYourConsideration @TelevisionAcad #TheJeffersons #LiveInFrontOfAStudioAudience #Emmys #FYC @KerryWashington #WillFerrell https://t.co/u3aZbuFjUY']
376,8,"['If you enjoy unnecessary #hashtags, you’ll LOVE @IamGuillermo’s dogs on Instagram. https://t.co/rTy20qkWgO']"
377,8,['#ForYourConsideration – THE GREAT #MarlaGibbs as Florence Johnston in #TheJeffersons #LiveInFrontOfAStudioAudience! #Emmys #FYC #SupportingActress #LimitedSeries @TelevisionAcad https://t.co/ZF9JcZ4J3S']
378,8,['Trump is planning to send #AIDS to Mars! #KAG @RealDonaldTrump @Fred_Willard https://t.co/JKeDl0XBq6']
379,8,['Archie &amp; Edith #ForYourConsideration @TelevisionAcad @WoodyHarrelson #LeadActor and @MarisaTomei #LeadActress #LimitedSeries #AllInTheFamily #LiveInFrontOfAStudioAudience #Emmys #FYC https://t.co/XfHQTz4emW']
380,8,"['Great news everyone, @RealDonaldTrump is running for president... #TrumpRallyOrlando https://t.co/EGlauv8FaD']"
381,8,['A PIZZA MIRACLE and the magic ninja responsible for it... #NobelPizzaPrize #EatMorePizza https://t.co/NrCmvPZI6w']
382,8,"['RT @TheNormanLear: I have never been prouder of a cast I have worked with. As you cast your votes for @TelevisionAcad nominations, I hope y…']"
383,8,['George &amp; Weezy #ForYourConsideration @IamWandaSykes @IamJamieFoxx  #TheJeffersons #AllInTheFamily #LiveInFrontOfAStudioAudience #Emmys #FYC https://t.co/IiBGqnE2Tb']
384,8,"['An especially strange #FathersDay for @Twitter starring O.J. Simpson, Bill Cosby &amp; @RealDonaldTrump https://t.co/r7VIvhNBRd']"
385,8,['Do NOT cough in front of @RealDonaldTrump… @GStephanopoulos https://t.co/czoxMteZEF']
386,8,"['I hereby present the results of our 2019 #FathersDay #YouTubeChallenge – “HEY JIMMY KIMMEL, I THREW CHEESE ON MY DAD’S FACE"" https://t.co/nfVrXF23Sv']"
387,8,['The Grand Opening of the humbly titled Jimmy Kimmel’s Comedy Club! #LasVegas @KimmelsComedy #JKCC @CaesarsPalace @LinqPromenade @IamGuillermo https://t.co/hd3nv9unDf']
388,8,['We told people Canada is now our 51st state in a new #LieWitnessNews... #Kimmel #GameNight #NBAFinals https://t.co/AcQJYCJJAo']
389,8,['The 6 worst haircuts in the history of the @NBA... #Kimmel #GameNight #NBAFinals https://t.co/E4ymyru57K']
390,8,"["".@SnoopDogg on attending #Game3 of the #NBAFinals, who he wants on the @Lakers next year, forgetting to thank me at his @LAWalkOfFame ceremony, and we wash it all down with the world's smallest gin &amp; juice... #IWannaThankMe #Kimmel #GameNight https://t.co/ubZQlEgYIS""]"
391,8,['How well do these dads know their kids? #FathersDay #PopQuiz https://t.co/HP8htC8t0f']
392,8,['One of the worst days yet for #TeamTrump…Sarah HuckaBye! @PressSec @GStephanopoulos https://t.co/WyUs9yroes']
393,8,['We talk to the ghost responsible for haunting @NBA players at the @ClaremontHotel in Oakland... @IamWandaSykes #Kimmel #GameNight #NBAFinals https://t.co/kV59ye3DLR']
394,8,['I dared America’s Sweetheart @TomHanks to shoplift from a Hollywood Blvd. souvenir shop… https://t.co/gUyrr0lxr3']
395,8,"[""RT @poniewozik: I'm not going to believe that Sarah Huckabee Sanders is leaving as White House press secretary until she denies it herself.""]"
396,8,"['.@AnthonyAnderson on his promise to @MarsaiMartin from #Blackish, his role as Henry Jefferson on #LiveInFrontOfAStudioAudience, driving a Lamborghini on set with @WoodyHarrelson, playing golf w/@DocRivers &amp; @CP3 and his new movie #BeatsOnNetflix... #Kimmel #GameNight #NBAFinals https://t.co/MyizLXMAga']"
397,8,"['thank you Jon Stewart, for making sure ""never forget"" isn\'t just a nice-sounding slogan https://t.co/mV6kcfLYGI']"
398,8,"[""A FIRST LOOK at @JayTatum0's new signature shoe - the #BabyGrand... #Kimmel #GameNight #NBAFinals https://t.co/lqVSpceQzm""]"
399,8,"['A special #YouTubeChallenge just for #FathersDay... ""Hey Jimmy Kimmel, I Threw Cheese On My Dad\'s Face"" https://t.co/XSeLeuCJx2']"
400,8,['.@RealDonaldTrump might be a tiny bit insecure... https://t.co/aOYIqSHGFE']
401,8,['A dunk tank shoot-out with @AnthonyAnderson in #SinkItOrSwim... #Kimmel #GameNight #NBAFinals https://t.co/baM4CtjjxX']
402,8,['This is why @JustinBieber wants to fight @TomCruise... https://t.co/smVrmtGqkI']
403,8,"['.@Raptors fans are very passionate, but are they loyal? #TraitorSchmoes #NBAFinals https://t.co/XyAFV2YABB']"
